1st_key,2nd_key,mean,std
d,r,274.15423147904033,238.35321898116274
d,s,232.41125995343089,286.7369827950134
d,t,395.98552298226565,681.7730080763743
d,u,236.3747666195191,239.05589759630615
d,v,370.8756036036036,325.59354448832465
d,w,384.4564096689197,594.3382030417126
d,x,194.7785234899329,373.4261359293193
d,y,251.46169377204853,259.4041952055183
d,z,289.38461538461536,167.27822976659618
e, ,161.28473442145622,174.75926026423042
e,a,199.20767043300958,187.99328399023332
e,b,355.03549227992784,381.8021877314856
e,c,307.83774071835745,279.9415715595048
e,d,228.8854348372971,173.2149813504425
e,e,187.41659540679208,132.95371569190547
e,f,309.887313863311,288.5720341166771
e,g,350.0688494383615,338.8704920308851
e,h,276.451718098919,402.0149529744671
e,i,255.7867933280894,306.4895667117006
e,j,369.5312157721796,506.7092116547936
e,k,210.01669912717304,236.1962314631295
e,l,219.7549806432667,250.3049808931301
e,m,226.28000156207287,230.90642173055141
e,n,202.57981699346405,227.15049285738075
e,o,274.8693695884814,295.9119118076436
e,p,260.62819406077347,321.211609387577
e,q,435.9860651214128,468.58146431386643
e,r,158.7969884761575,162.22469994670888
e,s,237.26284798007055,219.2734635593408
e,t,219.31362126373955,203.9872785063402
e,u,391.6177779952057,398.7199538520475
e,v,300.9765091696383,273.06468869965033
e,w,231.88418570706787,251.97681124128536
e,x,354.44252878721244,304.0380789449121
e,y,206.61925255681547,240.57091635134017
e,z,474.0831939799331,396.34230969078186
f, ,142.98621539812893,160.2203385185046
f,a,193.9255358236375,184.01599610786909
f,b,289.79646017699116,335.7828581754891
f,c,268.6748400852878,274.58044414246
f,d,205.57668231611893,295.6277765884473
f,e,212.34895626697593,219.7105017795252
f,f,170.64521483905114,87.43379316536378
f,g,231.63603603603605,277.47403871860155
f,h,236.92692692692694,558.2156636282306
f,i,178.97727301391114,183.70269024580685
f,j,440.50295857988164,2266.49995042771
f,k,265.0604651162791,304.49948370928627
f,l,199.08442783413417,201.83556441897485
f,m,331.8050893340552,410.3635928648515
f,n,267.2895322939866,570.8833599002509
f,o,158.96842293753542,156.31216091251378
f,p,266.5351270553064,271.57925470277144
f,q,298.27450980392155,180.93115579483512
f,r,230.03739807695501,200.16487316203936
f,s,294.9549211119459,281.9893294706747
f,t,256.30266262708653,196.13915227261185
f,u,205.61477531846316,215.7597371147749
f,v,301.27799227799227,1082.693214553118
f,w,312.53668341708544,230.6349061628123
f,x,424.75,244.2651722185837
f,y,282.53522323497606,262.00673605164974
f,z,286.60869565217394,181.42935993995388
g, ,170.47566119772685,209.34779920792087
g,a,185.17916825030957,174.10785274927383
g,b,338.275390625,656.2029782537741
g,c,628.7520661157025,1283.9838412858612
g,d,390.93283582089555,512.5599224549683
g,e,182.64985648524234,169.0859895264888
g,f,382.9729299363057,391.41239930773014
g,g,181.35589315285478,182.51472105818826
g,h,151.17822084870235,239.53781007945867
g,i,195.0020898762239,206.16374554979572
g,j,320.4066317626527,425.21983671550714
g,k,247.36345381526104,335.4249930843446
g,l,229.54407309001073,418.87586478316126
g,m,349.50737100737103,468.94420612401933
g,n,234.32654717908184,259.44679452289245
g,o,167.23801405985415,173.50485436676232
g,p,291.92119866814653,323.17008491419887
g,q,309.3378378378378,230.7507269777074
g,r,246.61624620863137,217.9660996316747
g,s,242.33803870710295,221.02462685015368
g,t,339.046151757839,481.24414603663945
g,u,221.37603159333705,239.35439684407925
g,v,295.2633333333333,432.4023666422455
g,w,323.6,378.6297774308682
g,x,332.25,179.40516794594933
g,y,229.32383197599657,220.40189598529693
g,z,415.11538461538464,354.99671287752244
h, ,189.83570337480097,196.5990907557139
h,a,141.25841616514057,152.27070746559303
h,b,416.60994912379874,480.7554380484699
h,c,207.48129126925897,229.6960037642532
h,d,289.55696202531647,591.3980669451819
h,e,148.87673255670094,152.0983266177276
h,f,412.0493273542601,620.3802759155394
h,g,148.30198739699466,241.55281572484958
h,h,292.15180612711475,670.9616515018412
h,i,171.75463919384475,169.3525246493927
h,j,101.04695222405272,184.54737375679503
h,k,334.54696132596683,320.98445221559894
h,l,352.1788321167883,455.7229290096021
h,m,415.9189861959719,379.6229476593267
h,n,262.78544436669,237.21423536905684
h,o,204.1077625373199,205.80051832520195
h,p,333.4866491162091,311.300076293586
h,q,218.59375,184.9672177949515
h,r,269.6542054086257,272.67189604935635
h,s,235.13258992805754,259.99518591744993
h,t,165.47785965094357,198.58545642991396
h,u,248.92190077283763,235.09075103440088
h,v,205.37311039853412,157.7555006479566
h,w,255.5715302491103,508.92668730417853
h,x,1196.75,2934.154769995222
h,y,259.81143465909093,238.8771587720373
h,z,322.1166666666667,359.7825657710061
i, ,203.02693674221533,219.05757746101574
i,a,221.64450027289948,261.52201747101253
i,b,311.74387590766537,298.6168460988897
i,c,244.31037903747475,258.3157603846695
i,d,220.13302472427844,235.84973444900712
i,e,215.04124496351542,229.39203493058008
i,f,238.54909741971758,261.5524636394201
i,g,267.64126252404867,306.88945191021025
i,h,308.88058019997186,430.4502455637781
i,i,289.74715370018976,563.6601250869334
i,j,495.3587537781911,492.36743781847997
i,k,230.08379020818157,198.81992769603417
i,l,222.70117871864875,200.3894616492571
i,m,218.95597683745294,208.60706018645894
i,n,179.60300043059175,161.6180454666689
i,o,159.7124246195408,167.00765993181963
i,p,292.9855190747132,285.2782186872966
i,q,518.7972070431086,501.9497950593434
i,r,210.01602177174559,218.61690442160784
i,s,170.16645815760447,171.69485920412504
i,t,216.07642905950908,237.03683556104866
i,u,269.88201620697345,327.07319551404754
i,v,264.7690254471388,254.34848278456752
i,w,327.265423572744,395.25570624631894
i,x,357.5195045294879,376.308433517637
i,y,337.86504014823964,346.1931475404118
i,z,464.9969991173875,488.1119164655499
j, ,214.0235294117647,226.72877474906767
j,a,234.8708787370774,224.39607435322523
j,b,317.32608695652175,349.32356245364593
j,c,341.8828828828829,715.7276493031885
j,d,182.0151515151515,166.02560738433493
j,e,216.98566569484936,192.36390617865365
j,f,208.41739130434783,221.3670438794854
j,g,203.24890829694323,316.02650075022905
j,h,250.09338929695699,338.7441442458813
j,i,276.9358000490076,271.4029910061905
j,j,204.52813852813853,257.6139771936906
j,k,247.47005988023952,704.9846870754053
j,l,242.63934426229508,322.4845698389041
j,m,203.82638888888889,258.89149462872587
j,n,216.56410256410257,369.9476659357574
j,o,235.89098047652342,234.88211751852174
j,p,283.54792899408284,261.54454032630355
j,q,207.1,83.93575585595873
j,r,280.14790286975716,256.927571017419
j,s,208.69672727272726,175.1894681039667
j,t,221.8515625,900.1285956386448
j,u,219.27746003264676,198.327879594175
j,v,245.32258064516128,339.0119355909439
j,w,308.0673076923077,333.4961685759178
j,y,280.5827586206897,167.09163424474065
j,z,299.1666666666667,191.40262972766772
k, ,203.93858970365085,211.6298206844347
k,a,226.5385769138469,414.01193771920583
k,b,399.2641199424933,344.0046788218223
k,c,163.78849270664506,341.7140324376483
k,d,282.50458115183244,270.1103943119962
k,e,177.0318439776385,175.1907308115342
k,f,381.1830985915493,547.7375027116449
k,g,290.0602094240838,299.6298662229192
k,h,492.8848167539267,1969.0127682165587
k,i,209.70267635675748,230.6545193845056
k,j,129.65393794749403,156.1851957172949
k,k,185.9865924614217,168.88606696746487
k,l,267.11568496882376,292.07839521782944
k,m,286.7395833333333,335.2687728491768
k,n,177.14738083207007,181.44917266959862
k,o,273.11590259828597,231.2528790042476
k,p,263.5858585858586,252.84463674588739
k,q,217.77777777777777,149.81303162423634
k,r,236.10843373493975,244.31312482279785
k,s,209.34991272946132,239.3177174278845
k,t,338.06152241918664,787.2852415323373
k,u,354.3590040532716,310.12364736828334
k,v,426.77777777777777,577.943760431949
k,w,305.70964467005075,344.7565580337702
k,x,449.11538461538464,1002.2934231819773
k,y,316.58724869487946,252.1197597857021
k,z,313.9166666666667,234.84712951710574
l, ,191.219228630341,218.41644072902707
l,a,172.48548830870874,179.6637998906469
l,b,325.55441142054764,448.4619568914097
l,c,291.2871482344506,412.6179386336404
l,d,191.47434771354983,228.7752777625211
l,e,181.6980536989247,195.5918255459612
l,f,258.77060216008283,267.3883836815773
l,g,433.9306754697816,466.83609170539916
l,h,425.718085106383,879.0756854233562
l,i,216.18214953539888,197.380995716032
l,j,346.80645161290323,339.82035076470044
l,k,204.1886617837595,230.5701109115183
l,l,158.98502782560197,86.71952396220513
l,m,298.3570609881161,249.2889547506408
l,n,337.0803897685749,417.44989969618064
l,o,224.66756878850103,185.73377138958358
l,p,227.60127166808752,195.39782336835432
l,q,338.7260273972603,312.0835563093985
l,r,290.36678923616915,288.50916232535593
l,s,199.55633758953596,181.39798030927497
l,t,295.9556583629893,335.50470008291285
l,u,283.80944755804643,244.60367844744923
l,v,309.95454545454544,317.9176149919765
l,w,282.6529541015625,290.39587786865206
l,x,438.4769230769231,481.01744730870695
l,y,260.08689603957805,232.14245295420972
l,z,338.5113636363636,290.3492148018489
m, ,195.715394390353,175.61409480879522
m,a,172.60483891802517,183.70426938269128
m,b,330.3661261395905,304.92102590838874
m,c,409.4120822997227,501.67097612245124
m,d,266.675117370892,1018.0472570357996
m,e,160.03556979908643,169.5313250399381
m,f,378.01933842239185,582.8598576663069
m,g,295.9482288828338,380.8859689994336
m,h,389.89111747851,1193.6605125181156
m,i,208.07858517020193,167.1809873122608
m,j,333.84952978056424,419.42668558773363
m,k,257.97184466019417,201.2036283995445
m,l,355.8748607500928,364.7769845402122
m,m,185.40080758426967,157.14374038658036
m,n,347.6932584269663,602.8765772942081
m,o,199.8006126287342,183.06529723947887
m,p,290.70586922561927,303.8475403462916
m,q,359.0,507.0098618370258
m,r,303.57544063528957,356.30329528981423
m,s,212.9388545828793,230.84799813311048
m,t,300.3956621004566,630.0444104946968
m,u,266.99862730274936,206.84444134819708
m,v,445.15895061728395,376.3757835165972
m,w,288.4984828781968,297.57062230315717
m,x,464.25555555555553,295.4313000659826
m,y,259.8809336027998,195.77948427275348
m,z,325.3421052631579,238.8074285045622
n, ,180.9892365106326,177.83025963131837
n,a,215.45526280755686,298.69331726219207
n,b,375.46549353863077,459.5909948433502
n,c,266.1797186215618,326.2717854454107
n,d,200.22423855093425,224.0206375487091
n,e,184.09914794151524,199.01233510070625
n,f,297.78553771047433,326.47058962852634
n,g,177.0952826484778,198.62220585089457
n,h,366.75654069767444,383.0733464538046
n,i,220.27261360327492,253.85145219492964
n,j,387.62651448639156,362.22894691797393
n,k,215.55242570300578,225.75857905082313
n,l,250.14325638375254,293.89444967074087
n,m,273.88240118090863,295.51958687590263
n,n,188.62001674589456,197.5314101087275
n,o,185.0253268492835,173.39431565166066
n,p,372.67068645640074,368.2400106226646
n,q,522.493954050786,615.1467196159707
n,r,312.6557261049423,322.0906337120911
n,s,255.66506804814662,287.3129826822122
n,t,224.73684690044996,246.67252851792574
n,u,275.0606263210111,281.5564416231036
n,v,345.1614212434941,340.38163292970165
n,w,315.1272379236572,352.4230495877924
n,x,475.3442700903471,416.9476352227201
n,y,267.4307968465299,214.62341754788022
n,z,439.7258064516129,368.4172114962788
o, ,169.34741795939394,180.4850195281594
o,a,235.64531012913014,269.7322654523956
o,b,324.22689341090376,341.57484665574026
o,c,284.2869798692539,345.67603054807125
o,d,232.71099212288578,239.72255903042497
o,e,236.20676607674181,251.8130957695191
o,f,184.4112644910128,180.47912026189474
o,g,356.27597083613426,442.8647374687177
o,h,353.38976434182337,360.223261114545
o,i,207.45724388289096,218.8795540645866
o,j,380.7821782178218,329.91445032412025
o,k,235.89290045851206,208.4425154161671
o,l,247.42224342105263,201.87627840603523
o,m,206.45520444232366,204.58546798359126
o,n,194.45482363338712,172.605962949514
o,o,172.85992021910513,145.2929840023055
o,p,222.24394181985232,214.23444829442246
o,q,324.56573705179284,281.411963631266
o,r,192.69691214699316,196.21360731860005
o,s,208.05854209542733,215.98735762468496
o,t,203.77489208746016,189.81461331125107
o,u,164.87670144797082,168.71298454111383
o,v,265.77269842358953,249.31628455732988
o,w,196.1987539365588,202.585732304663
o,x,414.1794220387425,366.36647469747857
o,y,321.6237620619604,291.99293119494143
o,z,393.6377903327056,417.4083491051079
p, ,223.02617230928558,230.4748056783307
p,a,196.17945154556634,209.79749710721583
p,b,377.7373068432671,365.6146774188071
p,c,337.62134088762986,346.0693697160546
p,d,304.83105622701,299.4489079199365
p,e,211.3022660458322,235.3316607136126
p,f,278.6628895184136,301.7008850770794
p,g,444.45908543922985,335.03284698252065
p,h,329.11616511318243,284.1036948550128
p,i,287.37061377305133,329.730973226524
p,j,381.7728937728938,282.6769222111817
p,k,310.0218671152229,277.9246219409554
p,l,216.52811114945692,189.27741042321097
p,m,329.7208245521602,415.3486845712837
p,n,299.27773375594296,635.8142576549163
p,o,236.1599513257467,235.46670911444247
p,p,180.50044534782808,142.23816761407952
p,q,325.52941176470586,369.5345912328737
p,r,229.97631699824274,241.86370281888844
p,s,277.1284570208222,291.07809651304416
p,t,301.02527827144326,276.4165585291673
p,u,278.46173937315575,302.18401278204004
p,v,281.3807339449541,206.64889744697092
p,w,287.44385230300725,431.901091814452
p,x,173.44761904761904,231.46568864156734
p,y,292.1703627885818,296.7890908066019
p,z,340.9130434782609,225.81567564628662
q, ,255.63135593220338,196.48435958921576
q,a,257.7641083521445,304.5621914700602
q,b,422.8286764705882,303.24444162622683
q,c,352.4468085106383,355.38795754784337
q,d,247.84848484848484,127.83415066310558
q,e,348.40255591054313,429.1965825696389
q,f,288.0,293.8392417632471
q,g,316.6896551724138,294.0943851710919
q,h,243.7889447236181,298.00709380478116
q,i,295.751356238698,563.1228430017521
q,j,338.27272727272725,298.36591323711593
q,k,200.0,141.92546885487965
q,l,207.9607843137255,181.78585604167475
q,m,162.175,139.23451670123194
q,n,194.518115942029,231.90233766841115
q,o,241.92215568862275,311.4328497897158
q,p,351.6363636363636,559.8487349816967
q,q,212.2980132450331,269.70823234752487
q,r,383.3356643356643,385.60338567372764
q,s,609.64,3681.1113564500956
q,t,185.15686274509804,187.29494463233576
q,u,242.16327990494435,267.76384280875664
q,v,309.7,208.55031693545217
q,w,189.21379310344827,259.5776877453545
q,y,318.9032258064516,277.9174159815462
r, ,178.17164938895323,210.22781298295868
r,a,226.97010120092727,237.41393601039118
r,b,477.5604338394794,464.8201108336671
r,c,386.3559498791221,330.79420734309707
r,d,301.04454865181714,255.27110138491506
r,e,163.78209347454975,167.37845383444318
r,f,394.42842115329444,354.09532110733994
r,g,355.1780608843789,318.42327442681176
r,h,297.5456090651558,396.5862065277976
r,i,218.95508361839606,233.7112291802377
r,j,348.99333333333334,406.3022294106037
r,k,221.8293400056468,226.62691813458608
r,l,290.37385984177854,326.7941499379458
r,m,242.02748017047472,252.4266451021347
r,n,264.65607018378415,302.5374500150037
r,o,190.5298366208408,213.25125190148833
r,p,331.47417541626896,339.5490050999343
r,q,366.9654255319149,322.76940189773006
r,r,186.51929960576018,194.81645434419602
r,s,275.7460857241096,257.45378593251144
r,t,254.97454099254682,242.58945695105777
r,u,231.42573718198085,230.8019309642801
r,v,365.15436274036136,307.0307967008741
r,w,364.430487420676,365.2146203796484
r,x,456.1818181818182,309.70319599640817
r,y,218.35992707787761,214.8414256974925
r,z,423.91954022988506,402.1054334574111
s, ,177.14786997521014,210.9735689124084
s,a,218.47352503808855,227.82615821331936
s,b,415.64829636405216,429.88489133834963
s,c,337.30802939167233,352.0238107535524
s,d,337.9736034513432,301.3668342969775
s,e,202.0069544519379,170.88466172891353
s,f,463.25655976676387,480.6802092323916
s,g,470.83933358866335,611.6261200019359
s,h,191.78621512091087,211.75519110790486
s,i,203.5797503968986,240.72340863013233
s,j,319.90778533635677,362.297994996349
s,k,258.3511509049687,282.2960141896359
s,l,217.8814648729447,295.87969297567327
s,m,300.14488544691835,517.4545011625231
s,n,304.1609882824128,403.9958650079395
s,o,180.97286168569207,199.7777412868351
s,p,268.5279457677445,301.09336515479885
s,q,430.390243902439,612.1072761791112
s,r,368.9220301171221,426.6524604524828
s,s,184.72800861747675,159.77407185831524
s,t,231.4956498533733,224.27644106068595
s,u,230.32986897869864,273.08853491403795
s,v,446.78295341922694,442.47230819413966
s,w,340.1583563016788,378.56859139198315
s,x,315.36252189141857,298.74614570799605
s,y,267.59424057392744,254.71764535822206
s,z,311.45283018867923,448.1707133289624
t, ,176.53124085443585,209.6280024300592
t,a,201.6393924659564,202.27478925368615
t,b,361.82881597717545,330.85637607456226
t,c,337.35369261477047,392.24889984013913
t,d,371.3386383731211,440.20335687224707
t,e,194.0796793644122,191.4283626763129
t,f,522.3704624564893,808.6781859679611
t,g,266.32957349312653,283.39889465477916
t,h,139.6155680079109,131.39127253413267
t,i,188.91491421238572,214.6930430707684
t,j,267.4585343441305,358.4428084910793
t,k,328.87327523602033,413.4346320490094
t,l,269.21445610259167,292.4176954248167
t,m,317.9364792419898,341.20371657266736
t,n,308.2955380220378,347.60160928294084
t,o,145.08176615231255,157.43307822777464
t,p,399.42124799357947,466.8735782990322
t,q,345.12595419847327,427.85614925801684
t,r,246.0277861811648,245.92154806767692
t,s,250.0895201039608,228.98003300157362
t,t,180.8269471190753,201.6608458991626
t,u,249.2615369901009,255.80558464048832
t,v,404.9147571035747,297.6318658836241
t,w,304.63839707389616,299.46420778183733
t,x,467.69842312746385,419.1847403385361
t,y,203.6489543968796,218.58610499222277
t,z,421.0408163265306,828.144565276658
u, ,175.43331166696737,214.0525314925304
u,a,248.66872820926116,291.12856562916664
u,b,334.32087414525967,413.14154451041037
u,c,238.2749174338274,246.97566776782216
u,d,286.8481193514088,321.2945153087564
u,e,217.4208858733918,226.37538531520306
u,f,267.5067621320605,226.6232214235618
u,g,256.27306624251986,293.2524652774029
u,h,345.80073200488005,497.0452238784961
u,i,229.73291551431885,271.9796198004176
u,j,260.38703703703703,856.2710914312643
u,k,298.98321513002367,202.69092532789907
u,l,241.26461327857632,201.52784378811145
u,m,268.23932054316265,196.1857681960397
u,n,228.47615635010405,176.25768278282203
u,o,238.56684881602914,293.6611507772429
u,p,245.47249478343116,237.11503014282064
u,q,288.08653846153845,562.0135747252015
u,r,217.36512152203605,227.7736044150307
u,s,189.93670410496694,198.63502101223617
u,t,194.38136644535825,172.70890984802566
u,u,314.1964143426295,576.3275143643265
u,v,421.59081836327346,366.9615669016185
u,w,298.2021857923497,689.9740440831349
u,x,376.6373626373626,481.8633266369695
u,y,237.44012535406497,229.59973383064883
u,z,347.97752808988764,361.7120583083157
v, ,273.08673076923077,384.93310542224594
v,a,213.01975962517824,223.76466392005275
v,b,155.78504672897196,266.0439993979812
v,c,208.51050583657587,276.997417675485
v,d,347.0844327176781,368.266421050604
v,e,169.99643830084912,132.86431049164696
v,f,221.02597402597402,284.84138340491444
v,g,320.7733333333333,728.6755584960632
v,h,184.12366114897762,165.06985140574022
v,i,212.35803753456028,230.00468334297756
v,j,308.5135135135135,235.88139829469114
v,k,363.6982005141388,354.3363020354754
v,l,226.28252427184466,217.30701952258713
v,m,278.5339805825243,230.8540331428354
v,n,309.37231298366294,332.0999732683181
v,o,203.94848445427345,202.21174069481333
v,p,285.22340425531917,245.76129256912583
v,q,291.74285714285713,206.18814122017764
v,r,336.7646607895746,354.15852676292053
v,s,328.2352941176471,382.2743575575639
v,t,346.8533886583679,270.6983849129078
v,u,272.5476038338658,251.00317105973494
v,v,227.30769230769232,394.7674656042779
v,w,281.62796610169494,381.77953449299997
v,x,485.2,186.29197513580664
v,y,264.02247191011236,207.18233698491133
v,z,401.84615384615387,374.6573648357136
w, ,178.91920703954688,213.8541107728092
w,a,190.3892310713045,154.57149211857046
w,b,342.23641304347825,358.67949014981144
w,c,367.63380281690144,285.3602516112251
w,d,336.0447928331467,306.80813779520537
w,e,206.64989641148938,183.90170177309753
w,f,428.780303030303,480.7147241569386
w,g,343.42405832320776,335.78096680524953
w,h,204.0471953275058,235.79742238469728
w,i,164.81981613308463,154.28169316714292
w,j,330.40581929555896,310.47442782648295
w,k,364.9874231414198,315.67204755667217
w,l,295.1340539541759,633.51852459867
w,m,364.4106999195495,354.3668776480061
w,n,200.60189716312055,180.86816756155588
w,o,164.34999084294824,161.10156194465205
w,p,271.46812885538037,300.7977450855542
w,q,179.96392496392497,241.75688864101
w,r,287.6767730972185,236.60164355572692
w,s,299.0249694138583,336.6606958089904
w,t,296.58313817330213,589.7227024605643
w,u,230.61569910057236,201.69230129790242
w,v,367.34869431643625,384.7652747932877
w,w,266.79388626657675,483.18896137088166
w,x,549.9154411764706,1860.1986056875805
w,y,385.5178502879079,851.6602283507882
w,z,421.21666666666664,619.3458028002836
x, ,229.16440422322776,188.29637487139948
x,a,246.91720291720293,236.40474405761313
x,b,541.0,794.4398970343823
x,c,361.6194578451643,330.0999278261271
x,d,496.7076923076923,1624.6366770753725
x,e,303.61424308411966,293.34673369979726
x,f,349.0,359.0605388903594
x,g,239.0754716981132,134.4139486031868
x,h,237.20681265206812,253.3340579730336
x,i,292.1174075330845,300.6272658226345
x,j,522.5,778.2715316154619
x,k,192.11507936507937,139.18664791910837
x,l,325.234375,329.29527781343734
x,m,245.35897435897436,118.63621688512795
x,n,238.34782608695653,172.06177409953727
x,o,263.0213953488372,286.20981499772284
x,p,298.62416267942587,364.74498203144566
x,r,371.65522620904835,297.2641786068417
x,s,439.4563758389262,771.1491401843244
x,t,261.5759479161891,207.34094071134996
x,u,355.09738283627513,305.3427881608117
x,v,572.6904761904761,385.8930310702325
x,w,332.2,265.58574725931135
x,x,212.3368700265252,245.89377905606935
x,y,269.51157894736843,249.98010336991823
x,z,171.30188679245282,245.6919158625608
y, ,200.30203111783823,227.7571940642411
y,a,214.89436265709156,460.2997894007113
y,b,349.71527038034964,314.01345064447474
y,c,417.3964271376957,391.6805185351459
y,d,381.5730377906977,886.096977960611
y,e,189.32223269112058,222.95760688446953
y,f,629.3364928909953,2070.2300552043607
y,g,415.0123076923077,1053.0556331527407
y,h,201.94884287454323,361.56730922484235
y,i,254.18668378691552,380.75012311700704
y,j,260.60795454545456,238.48945276855358
y,k,325.90521327014216,253.53495207776254
y,l,303.33229997047533,388.59069055825023
y,m,350.65925521756924,307.303001331739
y,n,342.086940625914,351.1894169164567
y,o,159.36549593022605,147.4655980781626
y,p,343.4565789473684,452.3474569789342
y,q,481.4130434782609,662.334208222437
y,r,392.7854846118512,521.0346017309462
y,s,219.15573953904678,223.03938196177626
y,t,247.3197955441969,356.2996555977778
y,u,207.54096448016594,201.24653401172932
y,v,478.4730392156863,822.2483763387573
y,w,320.5497925311203,379.682961038313
y,x,392.5581395348837,348.5903109276658
y,y,242.0295275590551,328.4618617098575
y,z,707.6086956521739,2777.986268890638
z, ,254.28501628664495,193.93266318535137
z,a,307.3951818956077,248.75485259852115
z,b,307.0,275.1068757836639
z,c,287.2909090909091,267.47922541187387
